accession;gtdb_taxonomy;lsu_silva_23s_taxonomy;ncbi_organism_name;ncbi_taxonomy;ssu_silva_taxonomy
57295;GCF_003204155.1;Escherichia flexneri;Escherichia coli;Escherichia coli;Escherichia coli;Escherichia coli
34095;GCF_003204955.1;Escherichia coli_D;Escherichia coli SMS-3-5;Escherichia coli;Escherichia coli;Shigella flexneri 2002017
102382;GCF_003231115.1;Escherichia flexneri;Escherichia coli 1303;Escherichia coli;Escherichia coli;Escherichia coli
133623;GCF_003254065.1;Escherichia flexneri;Escherichia coli P0299438.2;Escherichia coli;Escherichia coli;Escherichia coli
93575;GCF_900092615.1;Escherichia flexneri;Escherichia coli 3-373-03_S3_C3;Escherichia coli;Escherichia coli;Escherichia coli
25377;GCF_900096795.1;Escherichia flexneri;Escherichia coli str. K-12 substr. MG1655;Escherichia coli;Escherichia coli;Escherichia coli ER2796
117490;GCF_900096845.1;Escherichia flexneri;Escherichia coli str. K-12 substr. MG1655;Escherichia coli;Escherichia coli;Escherichia coli ER2796
120411;GCF_900149875.1;Escherichia coli;Escherichia coli O127:H6 str. E2348/69;Escherichia coli O127:H6;Escherichia coli;Escherichia coli O127:H6 str. E2348/69
75607;GCF_900149915.1;Escherichia coli;Escherichia coli O127:H6 str. E2348/69;Escherichia coli O127:H6;Escherichia coli;Escherichia coli O127:H6 str. E2348/69
106536;GCF_900174625.1;Escherichia flexneri;Escherichia coli 7-233-03_S1_C2;Escherichia coli;Escherichia coli;Escherichia coli
139276;GCF_900184875.1;Escherichia flexneri;Escherichia coli;Escherichia coli;Escherichia coli;Escherichia coli
7257;GCF_900186905.1;Escherichia flexneri;Escherichia coli BIDMC 39;Escherichia coli;Escherichia coli;Escherichia coli
134090;GCF_900474445.1;Escherichia flexneri;Escherichia coli;Escherichia coli;Escherichia coli;Escherichia coli
17183;GCF_900474495.1;Escherichia flexneri;Escherichia coli 2-210-07_S4_C2;Escherichia coli;Escherichia coli;Escherichia coli
30648;GCF_900474625.1;Escherichia flexneri;Escherichia coli H494;Escherichia coli;Escherichia coli;Escherichia coli
86118;GCF_000026225.1;Escherichia fergusonii;Escherichia fergusonii ATCC 35469;Escherichia fergusonii ATCC 35469;Escherichia fergusonii;Escherichia fergusonii ATCC 35469
82915;GCF_000512125.1;Escherichia albertii;Escherichia albertii KF1;Escherichia albertii KF1;Escherichia albertii;Escherichia albertii KF1
25966;GCF_001549955.1;Escherichia albertii;Escherichia coli;Escherichia albertii;Escherichia albertii;Escherichia albertii KF1
117989;GCF_002285455.1;Escherichia albertii;Escherichia coli HVH 41 (4-2677849);Escherichia albertii;Escherichia albertii;Escherichia coli LY180
60425;GCF_002285475.1;Escherichia albertii;Escherichia coli;Escherichia albertii;Escherichia albertii;Escherichia coli 55989
32411;GCF_002741375.1;Escherichia albertii;Escherichia albertii TW07627;Escherichia albertii;Escherichia albertii;Escherichia coli NA114
59814;GCF_002872455.1;Escherichia albertii;Escherichia coli;Escherichia albertii;Escherichia albertii;Escherichia albertii KF1
6619;GCF_002895205.1;Escherichia albertii;Escherichia albertii KF1;Escherichia albertii;Escherichia albertii;Escherichia albertii KF1
64878;GCF_002900365.1;Escherichia marmotae;Escherichia sp. HT073016;Escherichia marmotae;Escherichia marmotae;Escherichia sp. KTE159
2052;GCF_000008525.1;Helicobacter pylori;Helicobacter pylori 26695;Helicobacter pylori 26695;Helicobacter pylori;Helicobacter pylori Rif2
120641;GCF_000008785.1;Helicobacter pylori_BU;Helicobacter pylori J99;Helicobacter pylori J99;Helicobacter pylori;Helicobacter pylori J99
27548;GCF_000011725.1;Helicobacter pylori_C;Helicobacter pylori 51;Helicobacter pylori 51;Helicobacter pylori;Helicobacter pylori 51
85639;GCF_000013245.1;Helicobacter pylori;Helicobacter pylori HPAG1;Helicobacter pylori HPAG1;Helicobacter pylori;Helicobacter pylori HPAG1
114447;GCF_000020245.1;Helicobacter pylori_C;Helicobacter pylori Shi470;Helicobacter pylori Shi470;Helicobacter pylori;Helicobacter pylori Shi470
106604;GCF_000021165.1;Helicobacter pylori;Helicobacter pylori G27;Helicobacter pylori G27;Helicobacter pylori;Helicobacter pylori G27
94171;GCF_000021465.1;Helicobacter pylori;Helicobacter pylori P12;Helicobacter pylori P12;Helicobacter pylori;Helicobacter pylori
94636;GCF_000023805.1;Helicobacter pylori_C;Helicobacter pylori 52;Helicobacter pylori 52;Helicobacter pylori;Helicobacter pylori oki828
92169;GCF_000091345.1;Helicobacter pylori;Helicobacter pylori B38;Helicobacter pylori B38;Helicobacter pylori;Helicobacter pylori oki102
87705;GCF_000093185.1;Helicobacter pylori_C;Helicobacter pylori v225d;Helicobacter pylori v225d;Helicobacter pylori;Helicobacter pylori v225d
26787;GCF_000148665.1;Helicobacter pylori_BU;Helicobacter pylori 908;Helicobacter pylori 908;Helicobacter pylori;Helicobacter pylori 908
28959;GCF_000148855.1;Helicobacter pylori;Helicobacter pylori SJM180;Helicobacter pylori SJM180;Helicobacter pylori;Helicobacter pylori SJM180
25266;GCF_000148875.1;Helicobacter pylori_C;Helicobacter pylori PeCan4;Helicobacter pylori PeCan4;Helicobacter pylori;Helicobacter pylori PeCan4
51736;GCF_000148895.1;Helicobacter pylori_C;Helicobacter pylori Cuz20;Helicobacter pylori Cuz20;Helicobacter pylori;Helicobacter pylori Cuz20
106964;GCF_000148915.1;Helicobacter pylori_C;Helicobacter pylori Sat464;Helicobacter pylori Sat464;Helicobacter pylori;Helicobacter pylori Sat464
11143;GCF_000178935.2;Helicobacter pylori_C;Helicobacter pylori 35A;Helicobacter pylori 35A;Helicobacter pylori;Helicobacter pylori 35A
66466;GCF_000185185.1;Helicobacter pylori;Helicobacter pylori India7;Helicobacter pylori India7;Helicobacter pylori;Helicobacter pylori India7
42402;GCF_000185205.1;Helicobacter pylori_BU;Helicobacter pylori Gambia94/24;Helicobacter pylori Gambia94/24;Helicobacter pylori;Helicobacter pylori Gambia94/24
24765;GCF_000185225.1;Helicobacter pylori;Helicobacter pylori Lithuania75;Helicobacter pylori Lithuania75;Helicobacter pylori;Helicobacter pylori Lithuania75
37571;GCF_000185245.1;Helicobacter pylori_A;Helicobacter pylori SouthAfrica7;Helicobacter pylori SouthAfrica7;Helicobacter pylori;Helicobacter pylori SouthAfrica7
68685;GCF_000192315.1;Helicobacter pylori_BU;Helicobacter pylori 908;Helicobacter pylori 2017;Helicobacter pylori;Helicobacter pylori 2018
4451;GCF_000192335.1;Helicobacter pylori_BU;Helicobacter pylori 908;Helicobacter pylori 2018;Helicobacter pylori;Helicobacter pylori 2018
109095;GCF_000196755.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori B8;Helicobacter pylori;Helicobacter pylori J166
57780;GCF_000213135.1;Helicobacter pylori_C;Helicobacter pylori 83;Helicobacter pylori 83;Helicobacter pylori;Helicobacter pylori OK310
65786;GCF_000224535.1;Helicobacter pylori_C;Helicobacter pylori Puno120;Helicobacter pylori Puno120;Helicobacter pylori;Helicobacter pylori Puno120
84201;GCF_000224555.1;Helicobacter pylori_C;Helicobacter pylori Puno135;Helicobacter pylori Puno135;Helicobacter pylori;Helicobacter pylori oki828
62202;GCF_000224575.1;Helicobacter pylori;Helicobacter pylori SNT49;Helicobacter pylori SNT49;Helicobacter pylori;Helicobacter pylori SNT49
64189;GCF_000255955.1;Helicobacter pylori;Helicobacter pylori ELS37;Helicobacter pylori ELS37;Helicobacter pylori;Helicobacter pylori ELS37
41021;GCF_000259235.1;Helicobacter pylori;Helicobacter pylori HUP-B14;Helicobacter pylori HUP-B14;Helicobacter pylori;Helicobacter pylori HUP-B14
52411;GCF_000270005.1;Helicobacter pylori_C;Helicobacter pylori F16;Helicobacter pylori F16;Helicobacter pylori;Helicobacter pylori F16
44012;GCF_000270025.1;Helicobacter pylori_C;Helicobacter pylori F30;Helicobacter pylori F30;Helicobacter pylori;Helicobacter pylori F30
84608;GCF_000270045.1;Helicobacter pylori_C;Helicobacter pylori F32;Helicobacter pylori F32;Helicobacter pylori;Helicobacter pylori F32
76455;GCF_000270065.1;Helicobacter pylori_C;Helicobacter pylori F57;Helicobacter pylori F57;Helicobacter pylori;Helicobacter pylori F57
124337;GCF_000277365.1;Helicobacter pylori_C;Helicobacter pylori Shi417;Helicobacter pylori Shi417;Helicobacter pylori;Helicobacter pylori oki828
124072;GCF_000277385.1;Helicobacter pylori_C;Helicobacter pylori Shi169;Helicobacter pylori Shi169;Helicobacter pylori;Helicobacter pylori Shi169
135507;GCF_000277405.1;Helicobacter pylori_C;Helicobacter pylori Shi112;Helicobacter pylori Shi112;Helicobacter pylori;Helicobacter pylori Shi112
102590;GCF_000277425.1;Helicobacter pylori_BU;Helicobacter pylori PeCan18;Helicobacter pylori PeCan18;Helicobacter pylori;Helicobacter pylori PeCan18
41385;GCF_000307795.1;Helicobacter pylori;Helicobacter pylori 26695;Helicobacter pylori 26695;Helicobacter pylori;Helicobacter pylori 26695
118708;GCF_000307815.1;Helicobacter pylori;Helicobacter pylori 26695;Helicobacter pylori Rif1;Helicobacter pylori;Helicobacter pylori Rif2
45009;GCF_000307835.1;Helicobacter pylori;Helicobacter pylori 26695;Helicobacter pylori Rif2;Helicobacter pylori;Helicobacter pylori Rif2
82210;GCF_000315955.1;Helicobacter pylori_C;Helicobacter pylori Aklavik117;Helicobacter pylori Aklavik117;Helicobacter pylori;Helicobacter pylori Aklavik117
2445;GCF_000317875.1;Helicobacter pylori_C;Helicobacter pylori Aklavik86;Helicobacter pylori Aklavik86;Helicobacter pylori;Helicobacter pylori Aklavik86
138528;GCF_000348865.1;Helicobacter pylori_C;Helicobacter pylori OK113;Helicobacter pylori OK113;Helicobacter pylori;Helicobacter pylori OK113
46362;GCF_000348885.1;Helicobacter pylori_C;Helicobacter pylori OK310;Helicobacter pylori OK310;Helicobacter pylori;Helicobacter pylori OK310
26203;GCF_000392455.3;Helicobacter pylori_C;Helicobacter pylori UM298;Helicobacter pylori UM032;Helicobacter pylori;Helicobacter pylori UM298
75799;GCF_000392475.3;Helicobacter pylori_C;Helicobacter pylori UM298;Helicobacter pylori UM299;Helicobacter pylori;Helicobacter pylori UM298
2565;GCF_000392515.3;Helicobacter pylori;Helicobacter pylori UM037;Helicobacter pylori UM037;Helicobacter pylori;Helicobacter pylori UM037
95650;GCF_000392535.3;Helicobacter pylori_C;Helicobacter pylori UM066;Helicobacter pylori UM066;Helicobacter pylori;Helicobacter pylori UM066
47326;GCF_000439295.2;Helicobacter pylori_C;Helicobacter pylori UM298;Helicobacter pylori UM298;Helicobacter pylori;Helicobacter pylori UM298
140877;GCF_000498315.1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori BM012A;Helicobacter pylori;Helicobacter pylori BM012A
131878;GCF_000498335.1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori BM012S;Helicobacter pylori;Helicobacter pylori BM012A
54570;GCF_000600045.1;Helicobacter pylori;Helicobacter pylori oki102;Helicobacter pylori oki102;Helicobacter pylori;Helicobacter pylori oki102
124290;GCF_000600085.1;Helicobacter pylori;Helicobacter pylori oki102;Helicobacter pylori oki112;Helicobacter pylori;Helicobacter pylori oki112
108856;GCF_000600125.1;Helicobacter pylori_C;Helicobacter pylori oki128;Helicobacter pylori oki128;Helicobacter pylori;Helicobacter pylori oki828
100994;GCF_000600145.1;Helicobacter pylori_C;Helicobacter pylori oki154;Helicobacter pylori oki154;Helicobacter pylori;Helicobacter pylori oki154
4009;GCF_000600165.1;Helicobacter pylori;Helicobacter pylori oki422;Helicobacter pylori oki422;Helicobacter pylori;Helicobacter pylori oki422
120556;GCF_000600185.1;Helicobacter pylori_C;Helicobacter pylori oki673;Helicobacter pylori oki673;Helicobacter pylori;Helicobacter pylori oki673
123344;GCF_000600205.1;Helicobacter pylori_C;Helicobacter pylori oki828;Helicobacter pylori oki828;Helicobacter pylori;Helicobacter pylori oki828
96827;GCF_000600225.1;Helicobacter pylori;Helicobacter pylori oki898;Helicobacter pylori oki898;Helicobacter pylori;Helicobacter pylori oki898
87220;GCF_000685625.1;Helicobacter pylori;Helicobacter pylori J166;Helicobacter pylori J166;Helicobacter pylori;Helicobacter pylori J166
70337;GCF_000685665.1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori
106894;GCF_000685705.1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori
42590;GCF_000685745.1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori
113694;GCF_000817025.1;Helicobacter pylori_C;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori
113739;GCF_000826985.1;Helicobacter pylori;Helicobacter pylori 26695-1;Helicobacter pylori 26695-1;Helicobacter pylori;Helicobacter pylori 26695-1
103567;GCF_000827025.1;Helicobacter pylori;Helicobacter pylori 26695-1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori
101372;GCF_000828955.1;Helicobacter pylori;Helicobacter pylori NY40;Helicobacter pylori NY40;Helicobacter pylori;Helicobacter pylori NY40
140975;GCF_000829095.1;Helicobacter pylori;Helicobacter pylori 26695-1;Helicobacter pylori 26695-1;Helicobacter pylori;Helicobacter pylori 26695-1
32412;GCF_000829115.1;Helicobacter pylori;Helicobacter pylori 26695-1;Helicobacter pylori 26695-1CL;Helicobacter pylori;Helicobacter pylori
62846;GCF_000829135.1;Helicobacter pylori;Helicobacter pylori 26695-1;Helicobacter pylori 26695-1CH;Helicobacter pylori;Helicobacter pylori
106006;GCF_000982695.1;Helicobacter pylori_BU;Helicobacter pylori J99;Helicobacter pylori J99;Helicobacter pylori;Helicobacter pylori J99
57743;GCF_001433495.1;Helicobacter pylori;Helicobacter pylori X47-2AL;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori
53919;GCF_001433515.1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori
47444;GCF_001653375.1;Helicobacter pylori_C;Helicobacter pylori FD662;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori G27
11924;GCF_001653395.1;Helicobacter pylori_C;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori oki828
76398;GCF_001653415.1;Helicobacter pylori_BU;Helicobacter pylori GAM231Ai;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori oki112
48697;GCF_001653435.1;Helicobacter pylori_C;Helicobacter pylori NAB47;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori
28174;GCF_001653455.1;Helicobacter pylori_A;Helicobacter pylori SA233C;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori SouthAfrica7
109915;GCF_001653475.1;Helicobacter pylori_C;Helicobacter pylori NQ4161;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori
56317;GCF_001991095.1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori PMSS1;Helicobacter pylori;Helicobacter pylori oki112
31479;GCF_002005525.1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori SS1;Helicobacter pylori;Helicobacter pylori oki112
85640;GCF_002222575.1;Helicobacter pylori_C;Helicobacter pylori 52;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori FD577
98203;GCF_002356595.1;Helicobacter pylori_C;Helicobacter pylori UM023;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori oki828
75699;GCF_002906495.1;Helicobacter pylori;Helicobacter pylori 26695-1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori 26695-1
38416;GCF_002906515.1;Helicobacter pylori;Helicobacter pylori 26695-1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori 26695-1
68316;GCF_002906535.1;Helicobacter pylori;Helicobacter pylori 26695-1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori 26695-1
73493;GCF_002906555.1;Helicobacter pylori;Helicobacter pylori 26695-1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori 26695-1
110714;GCF_002951975.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
95858;GCF_002952355.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
122208;GCF_002952455.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
89082;GCF_002952475.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
33564;GCF_002952495.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
15558;GCF_002952515.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
113531;GCF_002952535.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
65561;GCF_002952555.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
87403;GCF_002952575.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
127681;GCF_002952595.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
82903;GCF_002952615.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
36942;GCF_002952635.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
91254;GCF_002952655.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
47233;GCF_002952675.1;Helicobacter pylori;Helicobacter pylori B128;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J166
65644;GCF_002953555.1;Helicobacter pylori;Helicobacter pylori 26695-1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori 26695-1
14197;GCF_002983705.1;Helicobacter pylori_BU;Helicobacter pylori J99;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J99
122990;GCF_003050665.1;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori
35254;GCF_900119955.1;Helicobacter pylori_BU;Helicobacter pylori Hp P-2;Helicobacter pylori;Helicobacter pylori;Helicobacter pylori J99
